gene	transcript	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags
GABRG2	ENST00000640574	false	8	2.9713e+01	145	2.6924e-01	6.4408e-07	9.8635e-01	9.9372e-06	1.3640e-02	7	2.7178e+01	133	2.5756e-01	5.9853e-07	9.8644e-01	1.3999e-05	1.3549e-02	1.4500e-01	4.8400e-01	3.8705e+00	3.2759e+00	123	3.1824e+02	1622	3.8651e-01	3.3945e-06	3.3300e-01	4.4900e-01	1.0944e+01	3.9954e+00	42	1.6054e+02	852	2.6162e-01	102	1.1335e+02	470	8.9990e-01	1.1940e-06	7.6600e-01	1.0610e+00	1.0657e+00	5.8115e-01	[]
GABRG2	ENST00000640757	false	2	6.5410e+00	38	3.0576e-01	9.7634e-08	5.0022e-01	3.7885e-02	4.6189e-01	2	6.5410e+00	38	3.0576e-01	9.7634e-08	5.1231e-01	3.5367e-02	4.5232e-01	1.2400e-01	9.6200e-01	1.7755e+00	1.5028e+00	52	7.3043e+01	389	7.1191e-01	8.8970e-07	5.6900e-01	8.9700e-01	2.4621e+00	8.9886e-01	28	4.5288e+01	237	6.1826e-01	21	2.5075e+01	105	8.3750e-01	2.2980e-07	5.9300e-01	1.2060e+00	8.1372e-01	4.4373e-01	[]
GABRG2	ENST00000640910	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	3.2895e+01	163	8.5120e-01	6.5100e-07	6.3000e-01	1.1670e+00	8.5343e-01	3.1157e-01	0	1.6823e+00	12	0.0000e+00	21	1.6800e+01	58	1.2500e+00	4.5447e-07	8.8400e-01	1.7610e+00	-1.0248e+00	-5.5884e-01	["no_exp_lof"]
GABRG2	ENST00000640985	false	10	4.2913e+01	215	2.3303e-01	8.0080e-07	9.9978e-01	6.6841e-09	2.2164e-04	10	4.2913e+01	215	2.3303e-01	8.0080e-07	9.9979e-01	6.0925e-09	2.1192e-04	1.4300e-01	3.9500e-01	5.0243e+00	4.2524e+00	247	4.9470e+02	2514	4.9929e-01	3.4946e-06	4.4900e-01	5.5500e-01	1.1137e+01	4.0657e+00	118	3.0862e+02	1568	3.8235e-01	164	1.7447e+02	720	9.4001e-01	1.3778e-06	8.2700e-01	1.0700e+00	7.9239e-01	4.3210e-01	[]
GABRG2	ENST00000641017	false	14	4.9278e+01	236	2.8410e-01	9.2838e-07	9.9875e-01	2.3377e-08	1.2510e-03	14	4.9278e+01	236	2.8410e-01	9.2838e-07	9.9880e-01	2.1310e-08	1.1962e-03	1.8700e-01	4.4400e-01	5.0255e+00	4.2534e+00	309	5.5579e+02	2821	5.5597e-01	4.1477e-06	5.0600e-01	6.1100e-01	1.0468e+01	3.8217e+00	173	3.8572e+02	2008	4.4851e-01	197	2.0377e+02	837	9.6679e-01	1.6010e-06	8.6000e-01	1.0880e+00	4.7407e-01	2.5852e-01	[]
GABRG2	NM_000816.3	false	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9938e-01	1.1156e-08	6.2054e-04	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9941e-01	1.0169e-08	5.9335e-04	1.7500e-01	4.2900e-01	5.0724e+00	4.2932e+00	288	5.3688e+02	2728	5.3643e-01	4.0231e-06	4.8600e-01	5.9100e-01	1.0741e+01	3.9213e+00	65	2.0010e+02	1051	3.2484e-01	186	1.9311e+02	791	9.6319e-01	1.5160e-06	8.5400e-01	1.0880e+00	5.1158e-01	2.7897e-01	[]
GABRG2	NM_001375339.1	false	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9938e-01	1.1156e-08	6.2054e-04	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9941e-01	1.0169e-08	5.9335e-04	1.7500e-01	4.2900e-01	5.0724e+00	4.2932e+00	284	5.3321e+02	2706	5.3263e-01	2.0502e-06	4.8300e-01	5.8800e-01	1.0792e+01	3.9399e+00	NA	NA	NA	NA	185	1.9192e+02	786	9.6395e-01	1.5160e-06	8.5400e-01	1.0890e+00	4.9947e-01	2.7237e-01	[]
GABRG2	NM_001375340.1	false	11	3.6550e+01	170	3.0096e-01	6.7674e-07	9.8222e-01	4.9288e-06	1.7771e-02	11	3.6550e+01	170	3.0096e-01	6.7674e-07	9.8299e-01	4.4961e-06	1.7005e-02	1.8800e-01	4.9800e-01	4.2262e+00	3.5769e+00	178	3.2904e+02	1692	5.4097e-01	1.7108e-06	4.7800e-01	6.1300e-01	8.3265e+00	3.0398e+00	NA	NA	NA	NA	108	1.1854e+02	488	9.1111e-01	1.2172e-06	7.7900e-01	1.0690e+00	9.6776e-01	5.2773e-01	[]
GABRG2	NM_001375341.1	false	13	4.7793e+01	236	2.7201e-01	8.2805e-07	9.9923e-01	1.5719e-08	7.6996e-04	13	4.7793e+01	236	2.7201e-01	8.2805e-07	9.9926e-01	1.4328e-08	7.3622e-04	1.7600e-01	4.3200e-01	5.0328e+00	4.2596e+00	287	5.3580e+02	2723	5.3564e-01	2.0502e-06	4.8500e-01	5.9100e-01	1.0749e+01	3.9241e+00	NA	NA	NA	NA	186	1.9272e+02	790	9.6515e-01	1.5160e-06	8.5600e-01	1.0900e+00	4.8375e-01	2.6380e-01	[]
GABRG2	NM_001375342.1	false	13	4.7793e+01	236	2.7201e-01	8.2805e-07	9.9923e-01	1.5719e-08	7.6996e-04	13	4.7793e+01	236	2.7201e-01	8.2805e-07	9.9926e-01	1.4328e-08	7.3622e-04	1.7600e-01	4.3200e-01	5.0328e+00	4.2596e+00	287	5.3580e+02	2723	5.3564e-01	2.0502e-06	4.8500e-01	5.9100e-01	1.0749e+01	3.9241e+00	NA	NA	NA	NA	186	1.9272e+02	790	9.6515e-01	1.5160e-06	8.5600e-01	1.0900e+00	4.8375e-01	2.6380e-01	[]
GABRG2	NM_001375343.1	false	12	4.7957e+01	235	2.5022e-01	8.2768e-07	9.9979e-01	2.8580e-09	2.0810e-04	12	4.7957e+01	235	2.5022e-01	8.2768e-07	9.9980e-01	2.6051e-09	1.9898e-04	1.5900e-01	4.0500e-01	5.1923e+00	4.3946e+00	289	5.3715e+02	2730	5.3803e-01	3.7646e-06	4.8800e-01	5.9300e-01	1.0707e+01	3.9088e+00	172	3.8033e+02	1982	4.5224e-01	186	1.9311e+02	791	9.6319e-01	1.5160e-06	8.5400e-01	1.0880e+00	5.1158e-01	2.7897e-01	[]
GABRG2	NM_001375344.1	false	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9938e-01	1.1156e-08	6.2054e-04	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9941e-01	1.0169e-08	5.9335e-04	1.7500e-01	4.2900e-01	5.0724e+00	4.2932e+00	288	5.3688e+02	2728	5.3643e-01	2.0502e-06	4.8600e-01	5.9100e-01	1.0741e+01	3.9213e+00	NA	NA	NA	NA	186	1.9311e+02	791	9.6319e-01	1.5160e-06	8.5400e-01	1.0880e+00	5.1158e-01	2.7897e-01	[]
GABRG2	NM_001375345.1	false	10	4.6958e+01	232	2.1296e-01	8.2893e-07	9.9997e-01	2.7052e-10	2.9459e-05	10	4.5823e+01	226	2.1823e-01	8.0896e-07	9.9995e-01	6.0644e-10	4.9622e-05	1.3400e-01	3.7000e-01	5.2920e+00	4.4790e+00	261	5.1015e+02	2590	5.1161e-01	3.9681e-06	4.6200e-01	5.6700e-01	1.1031e+01	4.0271e+00	65	2.0010e+02	1051	3.2484e-01	177	1.8356e+02	750	9.6424e-01	1.4793e-06	8.5200e-01	1.0920e+00	4.8449e-01	2.6420e-01	[]
GABRG2	NM_001375346.1	false	10	4.6958e+01	232	2.1296e-01	8.2893e-07	9.9997e-01	2.7052e-10	2.9459e-05	10	4.5823e+01	226	2.1823e-01	8.0896e-07	9.9995e-01	6.0644e-10	4.9622e-05	1.3400e-01	3.7000e-01	5.2920e+00	4.4790e+00	261	5.1015e+02	2590	5.1161e-01	4.0408e-06	4.6200e-01	5.6700e-01	1.1031e+01	4.0271e+00	72	2.0221e+02	1060	3.5606e-01	177	1.8356e+02	750	9.6424e-01	1.4793e-06	8.5200e-01	1.0920e+00	4.8449e-01	2.6420e-01	[]
GABRG2	NM_001375347.1	false	10	4.2913e+01	215	2.3303e-01	8.0080e-07	9.9978e-01	6.6841e-09	2.2164e-04	10	4.2913e+01	215	2.3303e-01	8.0080e-07	9.9979e-01	6.0925e-09	2.1192e-04	1.4300e-01	3.9500e-01	5.0243e+00	4.2524e+00	247	4.9470e+02	2514	4.9929e-01	3.4946e-06	4.4900e-01	5.5500e-01	1.1137e+01	4.0657e+00	118	3.0862e+02	1568	3.8235e-01	164	1.7447e+02	720	9.4001e-01	1.3778e-06	8.2700e-01	1.0700e+00	7.9239e-01	4.3210e-01	[]
GABRG2	NM_001375348.1	false	9	3.8576e+01	190	2.3331e-01	6.8823e-07	9.9943e-01	4.3111e-08	5.6572e-04	7	3.3453e+01	166	2.0925e-01	6.1411e-07	9.9940e-01	9.7848e-08	5.9928e-04	1.1800e-01	3.9300e-01	4.5736e+00	3.8710e+00	180	3.8796e+02	1961	4.6397e-01	1.6430e-06	4.1000e-01	5.2500e-01	1.0558e+01	3.8544e+00	NA	NA	NA	NA	131	1.3770e+02	575	9.5132e-01	1.1884e-06	8.2500e-01	1.1000e+00	5.7120e-01	3.1148e-01	[]
GABRG2	NM_001375349.1	false	9	4.1128e+01	200	2.1883e-01	8.1788e-07	9.9984e-01	5.6985e-09	1.5836e-04	8	3.7152e+01	182	2.1533e-01	7.6399e-07	9.9968e-01	2.5160e-08	3.2279e-04	1.2500e-01	3.8900e-01	4.7828e+00	4.0480e+00	200	4.3223e+02	2182	4.6272e-01	3.6911e-06	4.1100e-01	5.2000e-01	1.1170e+01	4.0779e+00	56	1.8182e+02	959	3.0799e-01	145	1.5176e+02	626	9.5547e-01	1.3723e-06	8.3400e-01	1.0970e+00	5.4859e-01	2.9915e-01	[]
GABRG2	NM_001375350.1	false	9	3.8576e+01	190	2.3331e-01	6.8823e-07	9.9943e-01	4.3111e-08	5.6572e-04	7	3.3453e+01	166	2.0925e-01	6.1411e-07	9.9940e-01	9.7848e-08	5.9928e-04	1.1800e-01	3.9300e-01	4.5736e+00	3.8710e+00	180	3.8796e+02	1961	4.6397e-01	1.6430e-06	4.1000e-01	5.2500e-01	1.0558e+01	3.8544e+00	NA	NA	NA	NA	131	1.3770e+02	575	9.5132e-01	1.1884e-06	8.2500e-01	1.1000e+00	5.7120e-01	3.1148e-01	[]
GABRG2	NM_198903.2	false	12	4.7957e+01	235	2.5022e-01	8.2768e-07	9.9979e-01	2.8580e-09	2.0810e-04	12	4.7957e+01	235	2.5022e-01	8.2768e-07	9.9980e-01	2.6051e-09	1.9898e-04	1.5900e-01	4.0500e-01	5.1923e+00	4.3946e+00	289	5.3715e+02	2730	5.3803e-01	4.2092e-06	4.8800e-01	5.9300e-01	1.0707e+01	3.9088e+00	80	2.4780e+02	1279	3.2284e-01	186	1.9311e+02	791	9.6319e-01	1.5160e-06	8.5400e-01	1.0880e+00	5.1158e-01	2.7897e-01	[]
GABRG2	NM_198904.4	true	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9938e-01	1.1156e-08	6.2054e-04	13	4.8225e+01	237	2.6957e-01	8.2768e-07	9.9941e-01	1.0169e-08	5.9335e-04	1.7500e-01	4.2900e-01	5.0724e+00	4.2932e+00	288	5.3688e+02	2728	5.3643e-01	4.0958e-06	4.8600e-01	5.9100e-01	1.0741e+01	3.9213e+00	72	2.0221e+02	1060	3.5606e-01	186	1.9311e+02	791	9.6319e-01	1.5160e-06	8.5400e-01	1.0880e+00	5.1158e-01	2.7897e-01	[]
GGT2	ENST00000401924	false	4	7.0700e+00	36	5.6577e-01	2.0962e-07	9.6049e-02	1.1161e-01	7.9234e-01	4	7.0700e+00	36	5.6577e-01	2.0962e-07	1.0053e-01	1.0648e-01	7.9298e-01	2.7800e-01	1.2880e+00	1.1546e+00	9.7720e-01	22	7.6725e+01	381	2.8674e-01	1.6450e-06	2.0400e-01	4.0900e-01	6.2477e+00	2.2809e+00	10	2.7382e+01	131	3.6520e-01	12	3.2895e+01	129	3.6480e-01	8.4032e-07	2.3300e-01	5.9100e-01	3.6431e+00	1.9866e+00	[]
GGT2	ENST00000405188	false	4	7.0700e+00	36	5.6577e-01	2.0962e-07	9.6049e-02	1.1161e-01	7.9234e-01	4	7.0700e+00	36	5.6577e-01	2.0962e-07	1.0053e-01	1.0648e-01	7.9298e-01	2.7800e-01	1.2880e+00	1.1546e+00	9.7720e-01	22	7.6725e+01	381	2.8674e-01	1.5281e-06	2.0400e-01	4.0900e-01	6.2477e+00	2.2809e+00	9	3.1849e+01	146	2.8258e-01	12	3.2895e+01	129	3.6480e-01	8.4032e-07	2.3300e-01	5.9100e-01	3.6431e+00	1.9866e+00	[]
GGT2	NM_001351304.1	false	4	6.3402e+00	32	6.3090e-01	1.9687e-07	6.6908e-02	1.3868e-01	7.9442e-01	4	6.3402e+00	32	6.3090e-01	1.9687e-07	7.0215e-02	1.3265e-01	7.9713e-01	3.0900e-01	1.4220e+00	9.2939e-01	7.8661e-01	26	7.9442e+01	394	3.2728e-01	1.1932e-06	2.3900e-01	4.5400e-01	5.9960e+00	2.1890e+00	NA	NA	NA	NA	14	3.4830e+01	135	4.0196e-01	8.4528e-07	2.6400e-01	6.2800e-01	3.5294e+00	1.9246e+00	[]
GGT2	XM_005261890.4	false	0	2.4831e+00	12	0.0000e+00	3.7709e-08	5.9440e-01	4.8177e-02	3.5743e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_006724392.3	false	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.1219e-02	1.1531e-01	7.9347e-01	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.5517e-02	1.1006e-01	7.9442e-01	2.8200e-01	1.3060e+00	1.1231e+00	9.5055e-01	23	7.5505e+01	368	3.0461e-01	1.1423e-06	2.1800e-01	4.3200e-01	6.0425e+00	2.2059e+00	NA	NA	NA	NA	8	2.6314e+01	106	3.0402e-01	7.0390e-07	1.7700e-01	5.4900e-01	3.5701e+00	1.9468e+00	[]
GGT2	XM_006724395.4	false	4	5.5979e+00	27	7.1455e-01	9.3510e-08	4.5599e-02	1.7027e-01	7.8414e-01	2	4.8273e+00	23	4.1431e-01	7.9899e-08	2.9896e-01	8.0326e-02	6.2072e-01	1.6800e-01	1.2850e+00	1.2868e+00	1.0891e+00	17	5.9529e+01	295	2.8557e-01	9.6757e-07	1.9400e-01	4.2800e-01	5.5122e+00	2.0124e+00	NA	NA	NA	NA	6	1.9961e+01	84	3.0059e-01	5.1469e-07	1.6400e-01	5.9300e-01	3.1248e+00	1.7040e+00	[]
GGT2	XM_006724396.2	false	0	2.4831e+00	12	0.0000e+00	3.7709e-08	5.9440e-01	4.8177e-02	3.5743e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_011530621.2	false	0	2.4831e+00	12	0.0000e+00	3.7709e-08	5.9440e-01	4.8177e-02	3.5743e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_017029179.2	false	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.1219e-02	1.1531e-01	7.9347e-01	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.5517e-02	1.1006e-01	7.9442e-01	2.8200e-01	1.3060e+00	1.1231e+00	9.5055e-01	23	7.5505e+01	368	3.0461e-01	1.1423e-06	2.1800e-01	4.3200e-01	6.0425e+00	2.2059e+00	NA	NA	NA	NA	8	2.6314e+01	106	3.0402e-01	7.0390e-07	1.7700e-01	5.4900e-01	3.5701e+00	1.9468e+00	[]
GGT2	XM_017029180.1	false	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.1219e-02	1.1531e-01	7.9347e-01	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.5517e-02	1.1006e-01	7.9442e-01	2.8200e-01	1.3060e+00	1.1231e+00	9.5055e-01	23	7.5505e+01	368	3.0461e-01	1.1423e-06	2.1800e-01	4.3200e-01	6.0425e+00	2.2059e+00	NA	NA	NA	NA	8	2.6314e+01	106	3.0402e-01	7.0390e-07	1.7700e-01	5.4900e-01	3.5701e+00	1.9468e+00	[]
GGT2	XM_017029181.2	false	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.1219e-02	1.1531e-01	7.9347e-01	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.5517e-02	1.1006e-01	7.9442e-01	2.8200e-01	1.3060e+00	1.1231e+00	9.5055e-01	23	7.5505e+01	368	3.0461e-01	1.1423e-06	2.1800e-01	4.3200e-01	6.0425e+00	2.2059e+00	NA	NA	NA	NA	8	2.6314e+01	106	3.0402e-01	7.0390e-07	1.7700e-01	5.4900e-01	3.5701e+00	1.9468e+00	[]
GGT2	XM_017029182.2	false	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.1219e-02	1.1531e-01	7.9347e-01	4	6.9637e+00	32	5.7441e-01	9.4899e-08	9.5517e-02	1.1006e-01	7.9442e-01	2.8200e-01	1.3060e+00	1.1231e+00	9.5055e-01	23	7.5505e+01	368	3.0461e-01	1.1423e-06	2.1800e-01	4.3200e-01	6.0425e+00	2.2059e+00	NA	NA	NA	NA	8	2.6314e+01	106	3.0402e-01	7.0390e-07	1.7700e-01	5.4900e-01	3.5701e+00	1.9468e+00	[]
GGT2	XM_017029183.1	false	0	2.4831e+00	12	0.0000e+00	3.7709e-08	5.9440e-01	4.8177e-02	3.5743e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_017029184.1	false	0	2.4831e+00	12	0.0000e+00	3.7709e-08	5.9440e-01	4.8177e-02	3.5743e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_017029185.1	false	2	3.2537e+00	16	6.1469e-01	5.1320e-08	1.4730e-01	1.5124e-01	7.0146e-01	0	2.4831e+00	12	0.0000e+00	3.7709e-08	6.0649e-01	4.4806e-02	3.4871e-01	0.0000e+00	1.1560e+00	1.5758e+00	1.3337e+00	4	2.9979e+01	149	1.3343e-01	3.5332e-07	6.5000e-02	3.0500e-01	4.7448e+00	1.7322e+00	NA	NA	NA	NA	2	1.0436e+01	45	1.9164e-01	2.5613e-07	7.7000e-02	6.0300e-01	2.6114e+00	1.4241e+00	[]
GGT2	XM_017029186.2	false	4	6.3402e+00	32	6.3090e-01	1.9687e-07	6.6908e-02	1.3868e-01	7.9442e-01	4	6.3402e+00	32	6.3090e-01	1.9687e-07	7.0215e-02	1.3265e-01	7.9713e-01	3.0900e-01	1.4220e+00	9.2939e-01	7.8661e-01	26	7.9442e+01	394	3.2728e-01	1.1932e-06	2.3900e-01	4.5400e-01	5.9960e+00	2.1890e+00	NA	NA	NA	NA	14	3.4830e+01	135	4.0196e-01	8.4528e-07	2.6400e-01	6.2800e-01	3.5294e+00	1.9246e+00	[]
GLRX	ENST00000237858	true	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	ENST00000379979	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	ENST00000505427	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	ENST00000508780	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	ENST00000512469	false	5	6.4191e+00	32	7.7893e-01	9.3881e-08	2.0268e-02	1.9064e-01	7.8909e-01	4	4.4834e+00	23	8.9218e-01	5.8989e-08	2.6378e-02	2.1727e-01	7.5636e-01	4.3100e-01	1.7700e+00	2.2830e-01	1.9323e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	NM_001118890.2	true	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	NM_001243658.2	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	NM_001243659.2	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GLRX	NM_002064.3	false	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.0268e-02	1.9064e-01	7.8909e-01	5	6.4191e+00	32	7.7893e-01	9.2970e-08	2.1368e-02	1.8320e-01	7.9544e-01	4.0500e-01	1.5820e+00	5.6010e-01	4.7405e-01	70	8.6089e+01	450	8.1312e-01	9.9315e-07	6.7000e-01	9.9200e-01	1.7340e+00	6.3304e-01	23	2.9222e+01	144	7.8709e-01	30	3.3250e+01	129	9.0226e-01	3.8045e-07	6.7400e-01	1.2240e+00	5.6360e-01	3.0734e-01	[]
GNAS	ENST00000265620	false	6	3.8422e+01	182	1.5616e-01	7.1382e-07	9.9998e-01	4.3239e-10	1.5409e-05	6	3.8422e+01	182	1.5616e-01	7.1382e-07	9.9999e-01	3.9412e-10	1.4733e-05	8.5000e-02	3.0800e-01	5.2305e+00	4.4270e+00	148	4.1387e+02	1939	3.5760e-01	6.7991e-06	3.1200e-01	4.1000e-01	1.3069e+01	4.7711e+00	24	1.5566e+02	775	1.5418e-01	175	1.5722e+02	549	1.1131e+00	2.6448e-06	9.8300e-01	1.2620e+00	-1.4176e+00	-7.7306e-01	[]
